ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
PNJ,2013-09-30,2561278752758,67548861941,20852843358,5259278381.0,10826247534.0,888528579130,1272636118217,1240235475204,2512871593421,2789290111520
PPC,2013-09-30,1301256330018,202794406110,35645917696,169087339429.0,61308968345.0,1998292873199,5770355790756,5214504354865,10984860145621,11875746820947
PTB,2013-09-30,468108493806,36814059870,3876723202,10100768817.0,31963628654.0,343223997671,364762031002,251542547849,616304578851,744211007572
PVD,2013-09-30,3913340432100,695030816700,55272202700,322501075858.0,82889489854.0,645308161392,5345742324648,9722843007516,15068585332164,20701956860616
PVS,2013-09-30,7770324596330,698907513928,33891325085,241323049647.0,140678049500.0,-3392752627161,3544007019212,7634726496761,11178733515973,25626334812310
PVT,2013-09-30,1257014577435,104781919098,23833750702,93412202535.0,590670632887.0,965534162574,4378552088545,2742533303548,7121085392093,8769150397816
QCG,2013-09-30,40313536591,63870797898,63633888724,2614102410.0,80316535703.0,2496726310834,1715892491116,2300452677393,4016345168509,6711219086671
REE,2013-09-30,688376549343,244722265655,14297282431,15098221875.0,5510642276.0,493610297161,949458259352,4642117455544,5591575714896,6863415201705
SAM,2013-09-30,243101633032,22994171171,616052494,0.0,40689888271.0,645773564639,126283543858,2417206740337,2543490284195,2887059373862
SBT,2013-09-30,601771237751,73445229561,25925947206,21975770590.0,-370107201.0,1392755996787,1105401840697,1760989987895,2866391828592,2947807215302
SCR,2013-09-30,293064381035,75044501099,12139224623,0.0,-43500000.0,2431069828821,2228170616310,2248976872134,4477147488444,5970045857355
SHP,2013-09-30,57122741643,35882110406,2221075557,0.0,48120617290.0,-151353850721,1423341802548,1048684267479,2472026070027,2865926419633
SJS,2013-09-30,59119189882,9187331833,0,0.0,-0.0,3036745665559,2272417373100,1560883892433,3833301265533,5705218482910
STG,2013-09-30,173907293577,8906369067,0,3890571591.0,1465816126.0,27723052654,0,135327640372,135327640372,184467030996
TCM,2013-09-30,715640367717,50975763912,11039879374,14487436042.0,15005328413.0,530344383239,958977091517,672329105503,1631306197020,1968544201347
TLG,2013-09-30,446400890732,68888646136,5417859766,9696743314.0,7097522220.0,428862439416,255011334941,616658676158,871670011099,1056138942648
TMP,2013-09-30,167240651722,97052999814,11008902759,34663731468.0,-3178902054.0,49481358586,369524195402,901640994603,1271165190005,1447566646797
TMS,2013-09-30,96249294830,33063705118,3007207636,0.0,-1285119274.0,34024433958,119088605892,625461925962,744550531854,801330914177
TRA,2013-09-30,430822782410,67597944439,4820908875,5338820077.0,16228366399.0,437545445394,144101493797,680160283540,824261777337,1122161024205
TVN,2013-09-30,10107747618784,170803882685,150231239382,140994437709.0,154979525255.0,3693044142467,12300983932108,6347900181241,18648884113349,23780164841221
VC3,2013-09-30,90797904145,3257016478,1268443685,-493439468.0,-0.0,481943600001,340679607150,198200380663,538879987813,1228106283920
VCF,2013-09-30,599625398319,67990835069,128805460,6833606834.0,68665053405.0,203385301192,101535148268,1009467775366,1111002923634,1356094812411
VCG,2013-09-30,2769553203817,189885785551,111890406572,146046280587.0,130405507998.0,4561935731475,9485408002503,5278356534265,14763764536768,25629858752251
VCS,2013-09-30,467272643555,41986777329,22369221251,0.0,39824325682.0,876345786507,1379020550415,1039548497671,2418569048086,2608290499907
VHC,2013-09-30,1329978894623,106383382095,26679676387,28489119592.0,50442612867.0,1260956019355,1473889881647,1458992244993,2932882126640,3466244214074
VIC,2013-09-30,8743570577305,3048259083524,226454191041,605870327922.0,2176703064559.0,-3166918365681,19826841295046,16398567573267,36225408868313,61580737200744
VNM,2013-09-30,8197343836938,2056207979291,0,217046141830.0,468341955925.0,2378174882967,0,16887960334926,16887960334926,20659514543096
VSC,2013-09-30,217434784787,79995926936,463589975,0.0,59977841268.0,-82228683066,15204000000,804411608722,819615608722,1067680851001
VSH,2013-09-30,94819445637,65313306161,633135336,18754425617.0,-18814796822.0,549166675923,828208388169,2642842981458,3471051369627,3535924023400
AAA,2013-12-31,330789551479,19605758604,2826480156,12939945670.0,23528164811.0,183586748440,417379632600,543446500724,960826133324,1150569204633
ANV,2013-12-31,688003134227,-4002340641,19412256896,0.0,-0.0,1246323177289,1164610746078,1355165235127,2519775981205,2813355957941
ASM,2013-12-31,383879023654,21900908262,15408661809,0.0,-0.0,840415783800,765476182930,695729996879,1461206179809,1675510285865
BMP,2013-12-31,541322627239,121116818760,671528394,16216152751.0,6234197220.0,629353704767,35950187000,1488997879784,1524948066784,1681349546927
CHP,2013-12-31,270286058208,182956497949,48926795975,0.0,2630560328.0,-144043980217,1755223490334,1253812839766,3009036330100,3399103909907
CII,2013-12-31,316856903005,137993666816,38114143350,0.0,168667875447.0,-430040754965,4716963859404,1624907873875,6341871733279,8022955830527
CMG,2013-12-31,839179433971,47037831403,14366589929,0.0,143273246.0,379769052339,567872300085,603405189583,1171277489668,1662349437268
CTD,2013-12-31,2469537513835,107082001390,0,9489899998.0,19705670383.0,1338693735023,1082088288166,2303922718951,3386011007117,4580856335802
DBC,2013-12-31,1335153525398,138611093114,26139709451,29401308467.0,102916227568.0,1721001131717,1533591751123,1722658518282,3256250269405,4013797151065
DCL,2013-12-31,213790776588,20528032791,7869403872,0.0,6289777050.0,309034351804,251651203621,285374531921,537025735542,612742182803
DHC,2013-12-31,135992332250,15304096246,2770315926,0.0,3668659885.0,84246786524,101825322391,225641192338,327466514729,399178525632
DHG,2013-12-31,1175062706305,198576154040,524083463,25884007999.0,155458236649.0,549211179674,127031078559,1981781072646,2108812151205,3074411631431
DHT,2013-12-31,204366551126,23161785541,3607450011,0.0,1601730455.0,158474230816,103349546600,142195573849,245545120449,324779906023
DIG,2013-12-31,219500332532,27155476200,3328419830,0.0,727026349.0,2246212979919,1014371489327,2364284222021,3378655711348,4629906221352
DNP,2013-12-31,134109045697,4912900699,366603962,3387368443.0,2907863756.0,163142790280,147914148521,93872536462,241786684983,284736081374
DPM,2013-12-31,2462985586291,300248000594,395683931,134846021500.0,10778082223.0,566046614527,68458835064,9336936211258,9405395046322,10796231555554
DPR,2013-12-31,415152052793,154119063312,502395871,0.0,6674437246.0,170910749706,120346068556,2289478939660,2409825008216,2882329542254
DVP,2013-12-31,132770118828,48564977915,2621533290,0.0,11791624594.0,61579890079,173182072042,718572957825,891755029867,924640391112
DXG,2013-12-31,132902012284,48844481732,209859673,695357103.0,1139797048.0,329919772391,69714000000,633132994648,702846994648,1268215067493
ELC,2013-12-31,178892118344,28366801555,1796165818,0.0,17962791447.0,286022255537,81610613021,648241453275,729852066296,970442234279
FPT,2013-12-31,11492627887402,709599235590,33207510570,124987009530.0,451813900627.0,3837574068006,4222040584259,7209655885445,11431696469704,17617925889434
GAS,2013-12-31,16905004637438,2963764218844,105542411152,813410753826.0,1042775374613.0,2162155055008,7456909111987,33461924752738,40918833864725,50503546398934
GEX,2013-12-31,2227839018983,117041896490,19974223078,0.0,83239020231.0,1101280652886,785645194150,2082554279301,2868199473451,4736796592931
GMD,2013-12-31,726826762972,41799321178,27842498905,61028761381.0,128266339289.0,779987156170,1785432401563,4456467628339,6241900029902,7626859950212
HAG,2013-12-31,988747304000,370358050000,107835975000,78996210000.0,986913091000.0,5281770874000,14256748229000,12920899896000,27177648125000,29815997949000
HDC,2013-12-31,129881111901,21600691221,3764082447,0.0,-129976640.0,786660113869,386424976382,562011820507,948436796889,1272706754366
HDG,2013-12-31,669008864037,69888151299,9811599391,7805488582.0,58419396097.0,106635135890,136224847661,720638026641,856862874302,2345352484602
HGM,2013-12-31,44152259409,18400582153,0,6669787349.0,1075586635.0,1159331770,0,262968317496,262968317496,330085558965
HHS,2013-12-31,151925219764,23118331123,0,149553737.0,51213077.0,-23787280554,0,497165819129,497165819129,679488037884
HPG,2013-12-31,6589552455242,749280027122,124373034373,251887298783.0,402907593362.0,4487844499173,7575383424085,9497763277869,17073146701954,22961193737854
HSG,2013-12-31,3334718219722,188260263382,47088536979,78111684122.0,326304113302.0,3615267097245,4575630810135,2311135158316,6886765968451,7732484728638
HT1,2013-12-31,1782901632839,244504426652,168759201189,157297592422.0,117143741578.0,-233129770386,8223550896580,3196943642018,11420494538598,13120006164184
HUT,2013-12-31,551517880022,16426047229,9205609997,0.0,50461991878.0,444782163329,2421634437039,737403365472,3159037802511,4770422896786
IJC,2013-12-31,452687046326,141332065073,10712439525,9372525981.0,3305306838.0,1873491840894,655263028629,3008576327484,3663839356113,4807723765115
IMP,2013-12-31,239432354772,15165004738,570888889,8303185583.0,19949923822.0,242278311942,0,726259940923,726259940923,867047670688
KBC,2013-12-31,773225485044,319984220583,93496880962,9788374104.0,6798373940.0,6949462941298,3857879420729,4047033307824,7904912728553,12535869443433
KDC,2013-12-31,1167614566050,121033192561,13460375371,56716052513.0,4159291794.0,378583227266,568962709276,4896363802743,5465326512019,6384862146544
KDH,2013-12-31,22116118000,-1991531000,3788671000,-27868475000.0,-666307000.0,1259533293000,563263592000,939000801000,1502264393000,1728627420000
LGC,2013-12-31,85825729693,14909419891,4142570078,0.0,48000000.0,60605983719,124346589641,233224816154,357571405795,440918869626
MSN,2013-12-31,4788976000000,941301000000,0,146853000000.0,821891000000.0,-1125022000000,18703006000000,14947157000000,33650163000000,46489285000000
NKG,2013-12-31,1500002577483,47662576050,34295076752,12893323876.0,-102890838664.0,449492969975,1165027496069,333534066128,1498561562197,2331211247580
NLG,2013-12-31,426699909470,73129847150,0,2889379678.0,584919025.0,1511395370124,682768214185,1287186253964,1969954468149,3291489839322
NT2,2013-12-31,1599388801132,159994727093,63873900704,245376173203.0,8454896312.0,735057068333,8449314135904,2787675656716,11236989792620,12186178877306
NTP,2013-12-31,651063981130,106297804460,7317942178,21102356998.0,59375277258.0,644156323084,368194586475,1226048689694,1594243276169,1810991206272
PAN,2013-12-31,211332024458,38434897869,886792421,830717502.0,10031774787.0,149916336496,238712408260,568848852180,807561260440,1121008032517
PDN,2013-12-31,57059995528,15366731055,910611530,0.0,11548221333.0,-1762988894,46359924581,279946797199,326306721780,372705706484
PDR,2013-12-31,15546186824,1952610722,0,258323871.0,236709483.0,4890973978927,2773591650000,1428090659084,4201682309084,5649865291408
PET,2013-12-31,3160536194522,78269216261,23164468111,7797365474.0,16553233177.0,1867601055632,3132192854491,1234147814972,4366340669463,6210859043794
PGS,2013-12-31,2118769353284,57349122284,9428536185,75007367309.0,-24928011238.0,-182616546253,537242167790,930619955974,1467862123764,3090558024709
PHR,2013-12-31,628765931878,261791075460,11951288218,0.0,83319433102.0,177789306097,741185644847,2172098604713,2913284249560,3415888241624
PNJ,2013-12-31,2547829643423,94812797671,21191689385,5483214041.0,10133898297.0,958221742536,1293555403625,1322431501651,2615986905276,2962290723091
PPC,2013-12-31,2198737321838,414872511438,36825332115,173520980670.0,176701247233.0,1272577077279,5374860402668,5395872793822,10770733196490,11890557957597
PTB,2013-12-31,654549640497,40896361194,7556988080,13427773026.0,49392626630.0,371981529562,468551815731,277008879598,745560695329,920448931035
PVD,2013-12-31,4491171921315,628786493300,47365353760,258918044150.0,60633677990.0,375087551820,5612948580600,9874869001500,15487817582100,21490408354632
PVS,2013-12-31,6168257233133,776681872063,32323118187,243540872005.0,59227540407.0,-941273462812,3523854590924,8216681565920,11740536156844,23821195001538
PVT,2013-12-31,1489834445337,150930846624,32971773374,98014760778.0,493603503497.0,-234971818494,4303367976122,2807557499477,7110925475599,9544791979514
QCG,2013-12-31,689816519516,-9659449450,5652709267,3436840899.0,33465370261.0,2482269456129,1857558867095,2301367134207,4158926001302,6384733902778
REE,2013-12-31,819132770777,174494655354,15501103928,15154698945.0,4528850271.0,496364246117,522883761903,5196648998117,5719532760020,6926452839296
SAM,2013-12-31,261345305210,43452154207,1430131566,0.0,41667090515.0,721465723873,282065226953,2455294990309,2737360217262,2983131756678
SBT,2013-12-31,785389593399,146887368882,20774966498,21699794643.0,42668257244.0,1129903315326,1079975199139,1840724611216,2920699810355,3250050516925
SCR,2013-12-31,538514408512,96481102380,40362702999,0.0,-43500000.0,2479476316980,2196692611239,2260530137014,4457222748253,5586856957580
SHP,2013-12-31,61289902990,35566015106,2360953919,0.0,173360523302.0,-110461004446,1508541802547,1081889331666,2590431134213,2928449129596
SJS,2013-12-31,421227744868,39567232644,0,0.0,-0.0,2876646831142,2097908213655,1601044983611,3698953197266,5606556289674
STG,2013-12-31,178001206585,10049282287,0,-1323589269.0,-1214337490.0,29095004538,0,142858103587,142858103587,194276170254
TCM,2013-12-31,650527026332,40114880902,8459263182,14075168216.0,14676042736.0,555576736141,925296369336,735859054730,1661155424066,1989291521667
TLG,2013-12-31,328946059030,25179460478,4527367058,9428482373.0,6675261535.0,446148267110,249325221062,629188960325,878514181387,1009448510484
TMP,2013-12-31,126939463809,62904117119,8723750961,38168778828.0,20746315920.0,7031284788,330762195402,941183681595,1271945876997,1456749052270
TMS,2013-12-31,105995701982,29368918907,2083296153,0.0,48301635.0,22318300539,126082206004,634546914522,760629120526,837655337186
TRA,2013-12-31,406163135770,54880227154,3085118409,5859732774.0,3800503577.0,299296615746,114179473364,683836307294,798015780658,1087616248280
TVN,2013-12-31,3206312738366,-137297998866,171934984150,-140994437709.0,-154979525255.0,3245545867604,12254409534709,6135131646084,18389541180793,22789692013400
VC3,2013-12-31,192380345493,6835534248,-1292479343,3596659466.0,134106472.0,408188963086,258269761631,204867010859,463136772490,1185120538067
VCF,2013-12-31,874869042975,161973511811,0,6730551049.0,19492407274.0,2373382742,231380072002,1133710833127,1365090905129,1613351977902
VCG,2013-12-31,3136911059846,716574227593,211033831627,-103472037356.0,349429873022.0,3592063938698,6484647609451,5640622092920,12125269702371,23040746089145
VCS,2013-12-31,314196001083,38983377619,21593769202,0.0,7212957038.0,810100253249,1362399089250,1062117734749,2424516823999,2766838095615
VHC,2013-12-31,1412948107876,46160199058,16561958961,28685892702.0,10232303725.0,1202319496866,596339068376,1470002044800,2066341113176,2542254998350
VIC,2013-12-31,7209267947003,1860551631204,479260507915,232876721111.0,4061728195331.0,5570802388493,27383635280014,17758824096352,45142459376366,74980343923771
VNM,2013-12-31,8490660810508,1839575616385,0,234338576859.0,408689975052.0,1328513277209,363086476550,17545489315423,17908575791973,22875414056636
VSC,2013-12-31,234454341806,97560464753,271025660,0.0,69508435863.0,-88493563932,8938628080,883524536837,892463164917,1132563451593
VSH,2013-12-31,107408950864,60663010141,591952778,18787349623.0,104951541114.0,446773956120,818335991452,2610492450088,3428828441540,3664952232180
